263,1077,02,10,2017
264,1131,12,16,2017
265,1151,08,26,2017
266,1336,04,21,2017
267,1462,09,15,2017
268,1219,10,09,2017
269,1419,01,25,2017
270,1237,02,14,2017
271,1274,07,08,2017
272,1235,03,03,2017
273,1364,06,30,2017
274,1276,04,25,2017
275,1366,10,20,2017
276,1253,09,19,2017
277,1151,01,29,2017
278,1199,02,18,2017
279,846,12,31,2017
280,1334,05,12,2017
281,1222,03,07,2017
282,1204,09,30,2017
283,1443,10,24,2017
284,1486,06,01,2017
285,1260,04,29,2017
286,1296,11,13,2017
287,1266,07,23,2017
288,1253,08,12,2017
289,1432,05,16,2017
290,1252,10,28,2017
291,1354,06,05,2017
292,1324,01,11,2017
293,1321,11,17,2017
294,1422,07,27,2017
295,1476,08,16,2017
296,1381,06,09,2017
297,1311,03,20,2017
298,978,01,15,2017
299,1371,12,04,2017
300,1058,09,03,2017
301,1423,05,31,2017
302,1439,06,20,2017
303,1330,02,02,2017
304,1379,12,08,2017
305,1309,03,24,2017
306,1394,01,19,2017
307,1384,09,07,2017
308,1285,04,13,2017
309,1475,05,02,2017
310,1403,11,30,2017
311,1240,06,24,2017
312,1321,02,06,2017
313,1262,03,28,2017
314,1452,10,12,2017
315,1399,04,17,2017
316,1265,05,06,2017
317,1466,11,01,2017
318,1257,07,11,2017
319,1148,12,23,2017
320,1431,06,28,2017
321,1422,09,22,2017
322,1394,10,16,2017
323,1183,02,21,2017
324,1104,11,05,2017
325,1179,07,15,2017
326,1127,12,27,2017
327,1485,08,04,2017
328,1204,03,10,2017
329,1365,09,26,2017
330,1276,01,03,2017
331,1186,02,25,2017
332,1336,11,09,2017
333,1550,07,19,2017
334,1451,08,08,2017
335,514,03,14,2017
336,1354,10,31,2017
337,1244,11,20,2017
338,1106,07,30,2017
339,871,01,07,2017
340,1106,04,01,2017
341,1423,05,23,2017
342,1281,06,12,2017
343,1343,10,02,2017
344,1183,11,24,2017
345,1370,04,05,2017
346,1301,05,27,2017
347,1413,06,16,2017
348,1234,12,11,2017
349,1340,08,21,2017
350,1204,09,10,2017
351,1110,04,09,2017
352,1397,07,03,2017
353,1050,03,31,2017
354,1132,12,15,2017
355,1426,08,25,2017
356,1478,09,14,2017
357,1284,04,20,2017
358,1228,01,24,2017
359,1133,10,08,2017
360,1143,02,13,2017
361,1337,07,07,2017
362,1314,12,19,2017
363,1183,08,29,2017
364,1265,03,02,2017
